ID,Formation,Class,Order,Suborder,Alliance,Suball,Assoc,Subass,Facies,Working,SiteUnit
646,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Piceeng-Equiset (wet),ALLIANCE Abielas-Piceeng-Equiset (wet),,,,,ESSFmm 3 /112
836,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),ALLIANCE Abielas-Rhodalb-Ptilcri (northern / mv zonals),ALLIANCE Abielas-Rhodalb-Ptilcri (northern / mv zonals),ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals),SUBASS Bl-Rhodalb-Pleusch-Ptilcri(DCS),,,ESSFmv 1 /01
557,Formation ConiferForests,CLASS Picea,ORDER Pinucon  (SBPS - SBS/MS/BWBSXeric sites and cold )(Pl +dry),"SUBORDER Pinucon-Pleusch (SBPS,SBS and MS)",,,ASSOC Pinucon-Vaccmem-Cladoni,SUBASS Pl-Vaccmem-Cladoni(typic),,,ESSFmv 1 /02
695,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Vaccmem-Pleusch (northwest and north),ALLIANCE Abielas-Vaccmem-Pleusch (mc zonal northern cold),ALLIANCE Abielas-Vaccmem-Pleusch (mc zonal northern cold),ASSOC Abielas-Vaccmem-Pleusch (mc zonals),SUBASS Bl-Vaccmem-Pleusch(typic),,,ESSFmv 1 /03
699,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Vaccmem-Pleusch (northwest and north),ALLIANCE Abielas-Vaccmem-Pleusch (mc zonal northern cold),ALLIANCE Abielas-Vaccmem-Pleusch (mc zonal northern cold),?ASSOC Abielas-Vaccmem-Ribelac,?ASSOC Abielas-Vaccmem-Ribelac,,,ESSFmv 1 /04
640,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Piceeng-Equiset (wet),SUBALL Abielas-Equiset-Pleusch (Northern),%ASSOC Bl-Equiset-Mnium(Sphagnu),%ASSOC Bl-Equiset-Mnium(Sphagnu),,,ESSFmv 1 /05
834,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),ALLIANCE Abielas-Rhodalb-Ptilcri (northern / mv zonals),ALLIANCE Abielas-Rhodalb-Ptilcri (northern / mv zonals),ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals),SUBASS Bl-Rhodalb-Pleusch-Ptilcri(DCS),,,ESSFmv 2 /01
838,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),ALLIANCE Abielas-Rhodalb-Ptilcri (northern / mv zonals),ALLIANCE Abielas-Rhodalb-Ptilcri (northern / mv zonals),ASSOC Abielas Rhodalb-Vaccvit,ASSOC Abielas Rhodalb-Vaccvit,,,ESSFmv 2 /02
711,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Vaccmem-Pleusch (northwest and north),,,,,,,ESSFmv 2 /03
586,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Gymndry (all ESSF gymndry zonals and site),SUBALL Abielas-Rhodalb-Gymndry (zonals wc/wk/vc),ASSOC Abielas-Gymndry-Corncan-Ptilcri (wk zonals),SUBASS Bl-Gymndry-Ptilcri(typic),,,ESSFmv 2 /04
649,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE AbielasPicea-Oplohor-Gymndry (ESSFvz zonals),SUBALL Abielas-Oplohor-Gymndry,%ASSOC Abielas-Oplohor-Rhodalb,%ASSOC Abielas-Oplohor-Rhodalb,,,ESSFmv 2 /05
25,NewUnitstoPlace,,,,,,,,NewUnitsInteriorSpruce,,ESSFmv 2 /06
835,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),ALLIANCE Abielas-Rhodalb-Ptilcri (northern / mv zonals),ALLIANCE Abielas-Rhodalb-Ptilcri (northern / mv zonals),ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals),SUBASS Bl-Rhodalb-Pleusch-Ptilcri(DCS),,,ESSFmv 3 /01
98,NewUnitstoPlace,,,,,,,,NewUnitsPineInterior,,ESSFmv 3 /02
872,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),ALLIANCE Abielas-Picemar-Ledugro (Boreal cold),ALLIANCE Abielas-Picemar-Ledugro (Boreal cold),?ASSOC Abielas-Picemar-Ledugro,?ASSOC Abielas-Picemar-Ledugro,,,ESSFmv 3 /03
584,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Gymndry (all ESSF gymndry zonals and site),SUBALL Abielas-Rhodalb-Gymndry (zonals wc/wk/vc),ASSOC Abielas-Gymndry-Corncan-Ptilcri (wk zonals),SUBASS Bl-Gymndry-Ptilcri(typic),,,ESSFmv 3 /04
651,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE AbielasPicea-Oplohor-Gymndry (ESSFvz zonals),SUBALL Abielas-Oplohor-Gymndry,%ASSOC Abielas-Oplohor-Rhodalb,%ASSOC Abielas-Oplohor-Rhodalb,,,ESSFmv 3 /05
227,Formation ConiferForests,CLASS Picea,ORDER Piceene-Pleusch (SBS/MS) (Sx),SUBORDER Piceene-Pleusch (SBS/MScool),ALLIANCE Piceene-Vaccmem (SBSmoist zonals),SUBALL Piceene-Vaccmem,ASSOC Piceene-Vaccmem-Vibuedu (SBSmk zonals),SUBASS Sx-Vaccmem-Vibuedu(Mertpan),,,ESSFmv 3 /06
639,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Piceeng-Equiset (wet),SUBALL Abielas-Equiset-Pleusch (Northern),ASSOC Abielas-Gymndry-Equiset (Northern),SUBASS Bl-Gymndry-Equiset(Mertpan),,,ESSFmv 3 /07
874,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),,,,,,,ESSFmv 3 /08
833,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),ALLIANCE Abielas-Rhodalb-Ptilcri (northern / mv zonals),ALLIANCE Abielas-Rhodalb-Ptilcri (northern / mv zonals),ASSOC Abielas-Rhodalb-Pleusch-Ptilcri (mv zonals),SUBASS Bl-Rhodalb-Pleusch-Ptilcri(Hylospl),,,ESSFmv 4 /01
704,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Vaccmem-Pleusch (northwest and north),ALLIANCE Abielas-Pleusch-Cladoni (northern),ALLIANCE Abielas-Pleusch-Cladoni (northern),%ASSOC Pinucon-Empenig-Cladina,%ASSOC Pinucon-Empenig-Cladina,,,ESSFmv 4 /02
876,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),,,,,,,ESSFmv 4 /03
839,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),ALLIANCE Abielas-Rhodalb-Ptilcri (northern / mv zonals),ALLIANCE Abielas-Rhodalb-Ptilcri (northern / mv zonals),%ASSOC Abielas-Rhodalb-Equiset,%ASSOC Abielas-Rhodalb-Equiset,,,ESSFmv 4 /04
641,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Piceeng-Equiset (wet),SUBALL Abielas-Equiset-Pleusch (Northern),%ASSOC Bl-Equiset-Mnium(Sphagnu),%ASSOC Bl-Equiset-Mnium(Sphagnu),,,ESSFmv 4 /05
,NewUnitstoPlace,,,,,,,,,,ESSFmw   /01
,NewUnitstoPlace,,,,,,,,,,ESSFmw   /02
,NewUnitstoPlace,,,,,,,,,,ESSFmw   /03
,NewUnitstoPlace,,,,,,,,,,ESSFmw   /04
,NewUnitstoPlace,,,,,,,,,,ESSFmw   /05
,NewUnitstoPlace,,,,,,,,,,ESSFmw   /06
,NewUnitstoPlace,,,,,,,,,,ESSFmw   /07
,NewUnitstoPlace,,,,,,,,,,ESSFmw   /08
,NewUnitstoPlace,,,,,,,,,,ESSFmw 1 /101
,NewUnitstoPlace,,,,,,,,,,ESSFmw 1 /102
800,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Pinucon-Vaccini (southern ESSF verydry),ALLIANCE AbielasPinucon-Cladoni (xeric in dryESSF),SUBALL Abielas-Racomit,%ASSOC Pinucon-Abielas-Vaccsco-Racomit,%ASSOC Pinucon-Abielas-Vaccsco-Racomit,,,ESSFmw 1 /102.1
799,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Pinucon-Vaccini (southern ESSF verydry),ALLIANCE AbielasPinucon-Cladoni (xeric in dryESSF),SUBALL Abielas-Racomit,%ASSOC Abielas-Vaccmem-Racomit,%ASSOC Abielas-Vaccmem-Racomit,,,ESSFmw 1 /102.2
771,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Pinucon-Vaccini (southern ESSF verydry),ALLIANCE AbielasPinucon-Vaccsco (xc/xv zonals),SUBALL AbielasPinucon-Vaccmem-Vaccsco (xc zonals),ASSOC Abielas-Pinucon-Paximyr-Vaccsco,ASSOC Abielas-Pinucon-Paximyr-Vaccsco,,,ESSFmw 1 /103
1063,Formation ConiferForests,CLASS Pseumen1,ORDER Pseumen1-Calarub (Interior Fd forests(Fd or CALARUB),SUBORDER Pseumen-Calarub (central concept),ALLIANCE Pseumen-Pinucon-Calarub IDFdk zonal MS,SUBALL Pseumen-Pinucon-Paximyr-Calarub (submesic warm MS),,,,ASSOC Pseumen - Pinucon - Paximyr - Calarub,ESSFmw 1 /104
723,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Tsuga -Vaccmem(coast/ICH transition and vc),ALLIANCE Abielas-Abieama-Vaccmem (mw dhzonals),ALLIANCE Abielas-Abieama-Vaccmem (mw dhzonals),ASSOC Abielas-Abieama-Vaccmem-Rhytrob,ASSOC Abielas-Abieama-Vaccmem-Rhytrob,,,ESSFmw 1 /105
668,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Piceeng-Valesit (southern meadow forest),SUBALL Abielas-Piceeng-Valesit-Veravir (woodland wet ESSF),ASSOC Abielas-Valesit-Tiarella-Mnium (wetter),SUBASS Bl-Valesit-Tiarell (Strelan),,,ESSFmw 1 /110
609,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Piceeng-Equiset (wet),SUBALL SeBl-Equiarv-Ligucan,ASSOC Piceeng-Abielas-Equiarv-Valesit,Ws08.1 SUBASS Piceeng-Equiarv-Valesit (Trolalb Southern),,,ESSFmw 1 /111
,NewUnitstoPlace,,,,,,,,,,ESSFmw 1 /Ws08
,NewUnitstoPlace,,,,,,,,,,ESSFmw 1 /Ws08.1
680,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Piceeng-Valesit (southern meadow forest),SUBALL Abielas-Piceeng-Valesit-Veravir (woodland wet ESSF),,,,,ESSFvc   /01
,NewUnitstoPlace,,,,,,,,,,ESSFvc   /02
,NewUnitstoPlace,,,,,,,,,,ESSFvc   /03
739,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Tsuga -Vaccmem(coast/ICH transition and vc),ALLIANCE Abielas-Tsugmer-Menzfer (vc zonal),ALLIANCE Abielas-Tsugmer-Menzfer (vc zonal),,,,,ESSFvc   /04
,NewUnitstoPlace,,,,,,,,,,ESSFvc   /05
577,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Gymndry (all ESSF gymndry zonals and site),SUBALL Abielas-Rhodalb-Gymndry (zonals wc/wk/vc),ASSOC Abielas-Rhodalb-Gymndry (wc zonals),SUBASS Bl-Rhodalb-Gymndry(Menzfer),,,ESSFwc 2 /01
,NewUnitstoPlace,,,,,,,,,,ESSFwc 2 /02
854,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),ALLIANCE Abielas-Rhodalb-Vaccmem (typic),SUBALL Abielas-Rhodalb-Vaccmem (dv zonals),ASSOC Abielas-Menzfer-Rubuped-Dicranu,SUBASS Bl-Rhodalb-Rubuped-Dicranu(Menzfer),,,ESSFwc 2 /03
598,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Gymndry (all ESSF gymndry zonals and site),SUBALL Abielas-Menzfer-Gymndry-Pleusch (Northern),ASSOC Abielas-Piceeng-Gymndry-Valesit,SUBASS Bl-Gymndry-Valesit(Ptilcri),,,ESSFwc 2 /04
658,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE AbielasPicea-Oplohor-Gymndry (ESSFvz zonals),SUBALL Abielas-Oplohor-Athyfil-Gymndry,ASSOC Piceng-Oplohor-Athyfil,SUBASS Bl-Oplohor-Athyfil(Valesit),,,ESSFwc 2 /05
587,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Gymndry (all ESSF gymndry zonals and site),SUBALL AbielasPiceeng-Athyfil-Gymndry,ASSOC Abielas-Piceeng-Athyfil-Gymndry,SUBASS Bl-Athyfil-Gymndry(Menzfer),,,ESSFwc 2 /06
670,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Piceeng-Valesit (southern meadow forest),SUBALL Abielas-Piceeng-Valesit-Veravir (woodland wet ESSF),ASSOC Abielas-Valesit-Tiarella-Mnium (wetter),SUBASS Bl-Valesit-Tiarell (Erigper),,,ESSFwc 2 /07
171,NewUnitstoPlace,,,,,,,,NewUnitsBlackSpruceBog,,ESSFwc 2 /08
611,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Piceeng-Equiset (wet),SUBALL SeBl-Equiarv-Ligucan,ASSOC Piceeng-Abielas-Equiarv-Valesit,Ws08.1 SUBASS Piceeng-Equiarv-Valesit (Trolalb Southern),,,ESSFwc 2 /09
,NewUnitstoPlace,,,,,,,,,,ESSFwc 3 /01
,NewUnitstoPlace,,,,,,,,,,ESSFwc 3 /02
,NewUnitstoPlace,,,,,,,,,,ESSFwc 3 /03
,NewUnitstoPlace,,,,,,,,,,ESSFwc 3 /04
574,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Gymndry (all ESSF gymndry zonals and site),SUBALL Abielas-Rhodalb-Gymndry (zonals wc/wk/vc),ASSOC Abielas-Rhodalb-Gymndry (wc zonals),SUBASS Bl-Rhodalb-Gymndry(Rhytrob),,,ESSFwc 4 /101
830,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),ALLIANCE Abielas(Pinualb)-Vaccmem-Racomit (wc verydry),ALLIANCE Abielas(Pinualb)-Vaccmem-Racomit (wc verydry),ASSOC BlPa - Vaccmem - Cladoni,ASSOC BlPa - Vaccmem - Cladoni,,,ESSFwc 4 /102
,NewUnitstoPlace,,,,,,,,,,ESSFwc 4 /103
588,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Gymndry (all ESSF gymndry zonals and site),SUBALL AbielasPiceeng-Athyfil-Gymndry,ASSOC Abielas-Piceeng-Athyfil-Gymndry,SUBASS Bl-Athyfil-Gymndry(Rhodalb),,,ESSFwc 4 /110
667,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Piceeng-Valesit (southern meadow forest),SUBALL Abielas-Piceeng-Valesit-Veravir (woodland wet ESSF),ASSOC Abielas-Valesit-Tiarella-Mnium (wetter),SUBASS Bl-Valesit-Tiarell (Strelan),,,ESSFwc 4 /111
610,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Piceeng-Equiset (wet),SUBALL SeBl-Equiarv-Ligucan,ASSOC Piceeng-Abielas-Equiarv-Valesit,Ws08.1 SUBASS Piceeng-Equiarv-Valesit (Trolalb Southern),,,ESSFwc 4 /112
682,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Piceeng-Valesit (southern meadow forest),SUBALL Abielas-Piceeng-Valesit-Veravir (woodland wet ESSF),ASSOC BlSe-Valesit-Barbilo,ASSOC BlSe-Valesit-Barbilo,,,ESSFwcw  /101
829,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),ALLIANCE Abielas(Pinualb)-Vaccmem-Racomit (wc verydry),ALLIANCE Abielas(Pinualb)-Vaccmem-Racomit (wc verydry),ASSOC BlPa - Vaccmem - Cladoni,ASSOC BlPa - Vaccmem - Cladoni,,,ESSFwcw  /102
752,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Pinucon-Vaccini (southern ESSF verydry),ALLIANCE AbielasPinucon-Vaccsco (xc/xv zonals),SUBALL Abielas-Pinucon-Rhodalb-Vaccsco,ASSOC Abielas-Rhodalb-Vaccsco,ASSOC Abielas-Rhodalb-Vaccsco,,,ESSFwcw  /103
,NewUnitstoPlace,,,,,,,,,,ESSFwcw  /104
881,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Cassmer (parkland late snow),,,ASSOC Bl-Cassmer-Barbilo,SUBASS Bl-Rhodalb-Cassmer,,,ESSFwcw  /104.1
880,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Cassmer (parkland late snow),,,ASSOC Bl-Cassmer-Barbilo,SUBASS Bl-Rhodalb-Cassmer,,,ESSFwcw  /104.2
,NewUnitstoPlace,,,,,,,,,,ESSFwcw  /104.3
664,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Piceeng-Valesit (southern meadow forest),SUBALL Abielas-Piceeng-Valesit-Veravir (woodland wet ESSF),ASSOC Abielas-Valesit-Veravir-Trolalb (moist woodland),SUBASS Bl-Valesit-Veravir-Trolalb,,,ESSFwcw  /110
,NewUnitstoPlace,,,,,,,,,,ESSFwcw  /Ws08.2
820,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),"ALLIANCE Abielas-Tiartri (mh, wm, wh zonals)",SUBALL BlSe-Rhodalb-Tiartri,ASSOC BlHw - Rhodalb - Tiartri (wh zonals),SUBASS BlHw-Rhodalb-Tiartri(Gymndry),,,ESSFwh 1 /101
831,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),ALLIANCE Abielas(Pinualb)-Vaccmem-Racomit (wc verydry),ALLIANCE Abielas(Pinualb)-Vaccmem-Racomit (wc verydry),%ASSOC Bl-Vaccmem-Racomit,%ASSOC Bl-Vaccmem-Racomit,,,ESSFwh 1 /102
745,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Pinucon-Vaccini (southern ESSF verydry),,SUBALL BlFd-Paximyr-Loniuta-Rhytrob,ASSOC BlFd-Vaccmem-Paximyr,ASSOC BlFd-Vaccmem-Paximyr,,,ESSFwh 1 /103
741,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Tsuga -Vaccmem(coast/ICH transition and vc),,,ASSOC BlHw-Vaccmem-Rhytrob,ASSOC BlHw-Vaccmem-Rhytrob,,,ESSFwh 1 /104
,NewUnitstoPlace,,,,,,,,,,ESSFwh 1 /110
660,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE AbielasPicea-Oplohor-Gymndry (ESSFvz zonals),SUBALL Abielas-Oplohor-Athyfil-Gymndry,ASSOC Piceeng-Oplohor-Athyfil(Tsughet),ASSOC Piceeng-Oplohor-Athyfil(Tsughet),,,ESSFwh 1 /110.1
591,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Gymndry (all ESSF gymndry zonals and site),SUBALL AbielasPiceeng-Athyfil-Gymndry,,,,,ESSFwh 1 /110.2
621,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Piceeng-Equiset (wet),SUBALL SeBl-Equiarv-Ligucan,ASSOC Piceeng-Abielas-Equiarv-Valesit,Ws08.2 SUBASS SeBl-Equiarv-Ligucan (southern border),,,ESSFwh 1 /111
,NewUnitstoPlace,,,,,,,,,,ESSFwh 1 /Ws08.1
,NewUnitstoPlace,,,,,,,,,,ESSFwh 1 /Ws08.2
821,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),"ALLIANCE Abielas-Tiartri (mh, wm, wh zonals)",SUBALL BlSe-Rhodalb-Tiartri,ASSOC BlHw - Rhodalb - Tiartri (wh zonals),SUBASS BlHw-Rhodalb-Tiartri(Menzfer),,,ESSFwh 2 /101
832,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),ALLIANCE Abielas(Pinualb)-Vaccmem-Racomit (wc verydry),ALLIANCE Abielas(Pinualb)-Vaccmem-Racomit (wc verydry),%ASSOC Bl-Vaccmem-Racomit,%ASSOC Bl-Vaccmem-Racomit,,,ESSFwh 2 /102
751,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Pinucon-Vaccini (southern ESSF verydry),,SUBALL Abielas-Vaccmem -Paximyr (subxeric southern BGC),ASSOC Abielas-Vaccmem-Paximyr,ASSOC Abielas-Vaccmem-Paximyr,,,ESSFwh 2 /103
742,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Tsuga -Vaccmem(coast/ICH transition and vc),,,ASSOC BlHw-Vaccmem-Rhytrob,ASSOC BlHw-Vaccmem-Rhytrob,,,ESSFwh 2 /104
570,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Gymndry (all ESSF gymndry zonals and site),SUBALL Abielas-Piceeng-Menzfer-Gymndry-Brachyt,ASSOC Abielas-Piceeng-Menzfer-Gymndry (SE),ASSOC Abielas-Piceeng-Menzfer-Gymndry (SE),,,ESSFwh 2 /110
656,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE AbielasPicea-Oplohor-Gymndry (ESSFvz zonals),SUBALL Abielas-Oplohor-Athyfil-Gymndry,ASSOC Piceng-Oplohor-Athyfil,SUBASS SeBl-Oplohor-Athyfil(Thujpli),,,ESSFwh 2 /111
624,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas- Piceeng-Gymndry (wet zonals and moist sites),ALLIANCE Abielas-Piceeng-Equiset (wet),SUBALL SeBl-Equiarv-Ligucan,ASSOC Piceeng-Abielas-Equiarv-Valesit,Ws08.2 SUBASS SeBl-Equiarv-Ligucan (southern border),,,ESSFwh 2 /112
,NewUnitstoPlace,,,,,,,,,,ESSFwh 2 /Ws08.1
,NewUnitstoPlace,,,,,,,,,,ESSFwh 2 /Ws08.2
819,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Rhodalb (typic mesic/warm/dry zonals and sites),"ALLIANCE Abielas-Tiartri (mh, wm, wh zonals)",SUBALL BlSe-Rhodalb-Tiartri,ASSOC BlHw - Rhodalb - Tiartri (wh zonals),SUBASS BlHw-Rhodalb-Tiartri(Rhytrob),,,ESSFwh 3 /101
747,Formation ConiferForests,CLASS Abielas,ORDER Abielas-Vaccmem (ESSF central concept),SUBORDER Abielas-Pinucon-Vaccini (southern ESSF verydry),,SUBALL BlPl-Vaccmem-Xeroten,%ASSOC BlFd--Vaccmem-Xeroten-Racomit,%ASSOC BlFd--Vaccmem-Xeroten-Racomit,,,ESSFwh 3 /102
