ID,Formation,Class,Order,Suborder,Alliance,Suball,Assoc,Subass,Facies,Working,SiteUnit
1505,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Tsughet -Oplohor (maritime),ALLIANCE Tsughet -Oplohor (maritime),ASSOC Thujpli-Pseumen-Oplohor,ASSOC Thujpli-Pseumen-Oplohor,,,CWH ds 2 /07
,NewUnitstoPlace,,,,,,,,,,CWH ds 2 /08
,NewUnitstoPlace,,,,,,,,,,CWH ds 2 /09
,NewUnitstoPlace,,,,,,,,,,CWH ds 2 /10
,NewUnitstoPlace,,,,,,,,,,CWH ds 2 /11
1536,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Thujpli-Lysiame,ALLIANCE Thujpli-Lysiame,Ws54 ASSOC Thujpli-Tsughet-Lysiame,SUBASS CwHw-Lysiame(inops),,,CWH ds 2 /12
,NewUnitstoPlace,,,,,,,,,,CWH mm 1 /101
,NewUnitstoPlace,,,,,,,,,,CWH mm 1 /103
,NewUnitstoPlace,,,,,,,,,,CWH mm 1 /110
,NewUnitstoPlace,,,,,,,,,,CWH mm 1 /111
,NewUnitstoPlace,,,,,,,,,,CWH mm 1 /112
1463,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Abieama (maritime and submaritime),ALLIANCE Abieama-Rhytrob,ALLIANCE Abieama-Rhytrob,ASSOC Tsughet-Abieama-Pseumen-Vaccala,ASSOC Tsughet-Abieama-Pseumen-Vaccala,,,CWH mm 2 /01
1395,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),"SUBORDER Pseumen-Tsughet-Hylospl (ds, dm, xm zonals)",ALLIANCE Pseumen-Tsughet-Gaulsha,ALLIANCE Pseumen-Tsughet-Gaulsha,ASSOC Pseumen-Tsughet-Gaulsha-Vaccpar,SUBASS FdHw-Gaulsha-Vaccpar(Cladina),,,CWH mm 2 /02
1462,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Abieama (maritime and submaritime),ALLIANCE Abieama-Rhytrob,ALLIANCE Abieama-Rhytrob,ASSOC Tsughet-Abieama-Pseumen-Vaccala,ASSOC Tsughet-Abieama-Pseumen-Vaccala,,,CWH mm 2 /03
1476,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Thujpli-Pseumen-Polymun(southern),ALLIANCE Thujpli-Pseumen-Polymun(southern),ASSOC Thujpli-Tsughet-(FdBa) Achltri,ASSOC Thujpli-Tsughet-(FdBa) Achltri,,,CWH mm 2 /04
1447,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Abieama (maritime and submaritime),ALLIANCE Abieama-Tiartri,ALLIANCE Abieama-Tiartri,?ASSOC Abieama-Streamp-Strelan,SUBASS Ba-Streamp-Strelan(typic),,,CWH mm 2 /05
1457,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Abieama (maritime and submaritime),ALLIANCE Abieama-Rhytrob,ALLIANCE Abieama-Rhytrob,ASSOC Abieama-Blecspi,SUBASS Ba-Blecspi(typic),,,CWH mm 2 /06
1366,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Chamnoo - Gaulsha (vh zonals and Wet poor),ALLIANCE Chamnoo-Coptasp,ALLIANCE Chamnoo-Coptasp,?ASSOC Thujpli-Vaccovt,?ASSOC Thujpli-Vaccovt,,,CWH mm 2 /07
1510,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Tsughet -Oplohor (maritime),SUBALL HwBa - Oplohor,ASSOC Abieama-Oplohor,SUBASS Ba-Oplohor(typic),,,CWH mm 2 /08
,NewUnitstoPlace,,,,,,,,,,CWH mm 2 /09
,NewUnitstoPlace,,,,,,,,,,CWH mm 2 /10
1440,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Abieama (maritime and submaritime),ALLIANCE Abieama-Pleusch,ALLIANCE Abieama-Pleusch,ASSOC Tsughet-Abieama-Pseumen-Hylospl,ASSOC Tsughet-Abieama-Pseumen-Hylospl,,,CWH ms 1 /01
,NewUnitstoPlace,,,,,,,,,,CWH ms 1 /02
1446,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Abieama (maritime and submaritime),ALLIANCE Abieama-Pleusch,ALLIANCE Abieama-Pleusch,ASSOC Tsughet-Pseumen-Paximyr-Vaccpar,ASSOC Tsughet-Pseumen-Paximyr-Vaccpar,,,CWH ms 1 /03
38,NewUnitstoPlace,,,,,,,,NewUnitsHemlockCoast,,CWH ms 1 /04
1434,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Abieama (maritime and submaritime),ALLIANCE Abieama-Pleusch,ALLIANCE Abieama-Pleusch,ASSOC Abieama-Rubuped,SUBASS Ba-Rubuped(Clinuni),,,CWH ms 1 /05
1513,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Tsughet -Oplohor (maritime),SUBALL HwBa - Oplohor,ASSOC Abieama-Oplohor,SUBASS Ba-Oplohor(typic),,,CWH ms 1 /06
,NewUnitstoPlace,,,,,,,,,,CWH ms 1 /07
,NewUnitstoPlace,,,,,,,,,,CWH ms 1 /08
,NewUnitstoPlace,,,,,,,,,,CWH ms 1 /09
,NewUnitstoPlace,,,,,,,,,,CWH ms 1 /10
1533,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Thujpli-Lysiame,ALLIANCE Thujpli-Lysiame,Ws54 ASSOC Thujpli-Tsughet-Lysiame,SUBASS CwHw-Lysiame(inops),,,CWH ms 1 /11
1439,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Abieama (maritime and submaritime),ALLIANCE Abieama-Pleusch,ALLIANCE Abieama-Pleusch,ASSOC Tsughet-Abieama-Pseumen-Hylospl,ASSOC Tsughet-Abieama-Pseumen-Hylospl,,,CWH ms 2 /01
1386,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),"SUBORDER Pseumen-Tsughet-Hylospl (ds, dm, xm zonals)",ALLIANCE Pseumen-Tsughet-Gaulsha,ALLIANCE Pseumen-Tsughet-Gaulsha,ASSOC Pseumen-Pinucon-Arctuva,ASSOC Pseumen-Pinucon-Arctuva,,,CWH ms 2 /02
1445,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Abieama (maritime and submaritime),ALLIANCE Abieama-Pleusch,ALLIANCE Abieama-Pleusch,ASSOC Tsughet-Pseumen-Paximyr-Vaccpar,ASSOC Tsughet-Pseumen-Paximyr-Vaccpar,,,CWH ms 2 /03
43,NewUnitstoPlace,,,,,,,,NewUnitsHemlockCoast,,CWH ms 2 /04
1436,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Abieama (maritime and submaritime),ALLIANCE Abieama-Pleusch,ALLIANCE Abieama-Pleusch,ASSOC Abieama-Rubuped,SUBASS Ba-Rubuped(Clinuni),,,CWH ms 2 /05
1515,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Tsughet -Oplohor (maritime),SUBALL HwBa - Oplohor,ASSOC Abieama-Oplohor,SUBASS Ba-Oplohor(typic),,,CWH ms 2 /06
1550,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),,,ASSOC Picesit-Tsughet-Oplohor-Rubuspe-Gymndry,ASSOC Picesit-Tsughet-Oplohor-Rubuspe-Gymndry,,,CWH ms 2 /07
,NewUnitstoPlace,,,,,,,,,,CWH ms 2 /08
,NewUnitstoPlace,,,,,,,,,,CWH ms 2 /09
,NewUnitstoPlace,,,,,,,,,,CWH ms 2 /10
1532,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Thujpli-Lysiame,ALLIANCE Thujpli-Lysiame,Ws54 ASSOC Thujpli-Tsughet-Lysiame,SUBASS CwHw-Lysiame(inops),,,CWH ms 2 /11
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /101
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /101a
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /101b
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /102
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /103
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /103.1
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /103.2
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /103.3
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /104
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /105
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /106
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /110
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /111
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /112
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /113
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /115
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /Fm09
1929,Bogs,CLASS Oxycocc-Sphagnu,ORDER Pinucon-Chamnoo-Sphagnu,SUBORDER Pinucon-Tricces-Sphagnu,,,Wb53 ASSOC Pinucon-Chamnoo-Tricces,Wb53 ASSOC Pinucon-Chamnoo-Tricces,,,CWH vh 1 /Wb53
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /Ws54
,NewUnitstoPlace,,,,,,,,,,CWH vh 1 /Ws58
,NewUnitstoPlace,,,,,,,,,,CWH vh 2 /101
,NewUnitstoPlace,,,,,,,,,,CWH vh 2 /102
,NewUnitstoPlace,,,,,,,,,,CWH vh 2 /103.1
,NewUnitstoPlace,,,,,,,,,,CWH vh 2 /103.2
,NewUnitstoPlace,,,,,,,,,,CWH vh 2 /104
,NewUnitstoPlace,,,,,,,,,,CWH vh 2 /105
,NewUnitstoPlace,,,,,,,,,,CWH vh 2 /106
,NewUnitstoPlace,,,,,,,,,,CWH vh 2 /110
,NewUnitstoPlace,,,,,,,,,,CWH vh 2 /111
,NewUnitstoPlace,,,,,,,,,,CWH vh 2 /112
,NewUnitstoPlace,,,,,,,,,,CWH vh 2 /113
,NewUnitstoPlace,,,,,,,,,,CWH vh 2 /114
,NewUnitstoPlace,,,,,,,,,,CWH vh 2 /115
,NewUnitstoPlace,,,,,,,,,,CWH vh 3 /101
1350,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Chamnoo - Gaulsha (vh zonals and Wet poor),ALLIANCE PlYc-Racolan,ALLIANCE PlYc-Racolan,ASSOC PlYc-Empenig-Racolan,SUBASS PlYc-Empenig-Racomit(Descces),,,CWH vh 3 /102
,NewUnitstoPlace,,,,,,,,,,CWH vh 3 /103
,NewUnitstoPlace,,,,,,,,,,CWH vh 3 /103.1
,NewUnitstoPlace,,,,,,,,,,CWH vh 3 /103.2
1428,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Picesit (wh wm zonals - rich and shore),ALLIANCE Picesit-Gaulsha (salt spray forests),ALLIANCE Picesit-Gaulsha (salt spray forests),ASSOC Picesit-Eurhore,ASSOC Picesit-Eurhore,,,CWH vh 3 /104
1407,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Picesit (wh wm zonals - rich and shore),ALLIANCE Picesit-Rhytlor,SUBALL Picesit-Rhytlor (wh wm zonals),ASSOC Tsughet-Picesit-Rhytlor,SUBASS HwSs-Rhytlor(Cw),,,CWH vh 3 /105
1416,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Picesit (wh wm zonals - rich and shore),ALLIANCE Picesit-Rhytlor,SUBALL Picesit-Polymun (rich dry forests),ASSOC CwSs-Polymun,ASSOC CwSs-Polymun,,,CWH vh 3 /106
,NewUnitstoPlace,,,,,,,,,,CWH vh 3 /110
1497,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Picesit-Rubuspe,ALLIANCE Picesit-Rubuspe,ASSOC Picesit-Maiadil (HG high bench),ASSOC Picesit-Maiadil (HG high bench),,,CWH vh 3 /111
1493,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Picesit-Rubuspe,ALLIANCE Picesit-Rubuspe,ASSOC Picesit-Triscan (HG mid bench),ASSOC Picesit-Triscan (HG mid bench),,,CWH vh 3 /112
44,NewUnitstoPlace,,,,,,,,NewUnitsHemlockCoast,,CWH vh 3 /113
1519,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Tsughet -Oplohor (maritime),SUBALL HwSs-Oplohor,ASSOC CwSs - Devils club,ASSOC CwSs - Devils club,,,CWH vh 3 /114
1364,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Chamnoo - Gaulsha (vh zonals and Wet poor),ALLIANCE Chamnoo-Coptasp,ALLIANCE Chamnoo-Coptasp,ASSOC Thujpli-Chamnoo-Gaulsha-Coptasp,ASSOC Thujpli-Chamnoo-Gaulsha-Coptasp,,,CWH vh 3 /115
1492,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Picesit-Rubuspe,ALLIANCE Picesit-Rubuspe,ASSOC Picesit-Careobn,ASSOC Picesit-Careobn,,,CWH vh 3 /116
1525,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Thujpli-Lysiame,ALLIANCE Thujpli-Lysiame,Ws56 ASSOC CwSs-Lysiame(Gaulsha),Ws56 ASSOC CwSs-Lysiame(Gaulsha),,,CWH vh 3 /117
1932,Bogs,CLASS Oxycocc-Sphagnu,ORDER Pinucon-Chamnoo-Sphagnu,SUBORDER Pinucon-Tricces-Sphagnu,,,Wb53 ASSOC Pinucon-Chamnoo-Tricces,Wb53 ASSOC Pinucon-Chamnoo-Tricces,,,CWH vh 3 /Wb53
1931,Bogs,CLASS Oxycocc-Sphagnu,ORDER Pinucon-Chamnoo-Sphagnu,SUBORDER Pinucon-Tricces-Sphagnu,,,Wb53 ASSOC Pinucon-Chamnoo-Tricces,Wb53 ASSOC Pinucon-Chamnoo-Tricces,,,CWH vh 3 /Wb53.1
1935,Bogs,CLASS Oxycocc-Sphagnu,ORDER Pinucon-Chamnoo-Sphagnu,SUBORDER Pinucon-Tricces-Sphagnu,,,Wb53 ASSOC Pinucon-Chamnoo-Tricces,Wb53 ASSOC Pinucon-Chamnoo-Tricces,,,CWH vh 3 /Wb53.2
1940,Bogs,CLASS Oxycocc-Sphagnu,ORDER Pinucon-Chamnoo-Sphagnu,SUBORDER Pinucon-Tricces-Sphagnu,,,Wb54 Assoc Chamnoo-Tricces-Descces,Wb54 Assoc Chamnoo-Tricces-Descces,,,CWH vh 3 /Wb54
1520,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Thujpli-Lysiame,ALLIANCE Thujpli-Lysiame,Ws58 ASSOC,Ws58 ASSOC,,,CWH vh 3 /Ws58
,NewUnitstoPlace,,,,,,,,,,CWH vm 1 /101
,NewUnitstoPlace,,,,,,,,,,CWH vm 1 /102
,NewUnitstoPlace,,,,,,,,,,CWH vm 1 /103
,NewUnitstoPlace,,,,,,,,,,CWH vm 1 /104
,NewUnitstoPlace,,,,,,,,,,CWH vm 1 /105
,NewUnitstoPlace,,,,,,,,,,CWH vm 1 /110
,NewUnitstoPlace,,,,,,,,,,CWH vm 1 /111
,NewUnitstoPlace,,,,,,,,,,CWH vm 1 /112
,NewUnitstoPlace,,,,,,,,,,CWH vm 1 /113
,NewUnitstoPlace,,,,,,,,,,CWH vm 1 /114
,NewUnitstoPlace,,,,,,,,,,CWH vm 1 /115
,NewUnitstoPlace,,,,,,,,,,CWH vm 1 /116
,NewUnitstoPlace,,,,,,,,,,CWH vm 1 /117
1459,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Abieama (maritime and submaritime),ALLIANCE Abieama-Rhytrob,ALLIANCE Abieama-Rhytrob,ASSOC Abieama-Blecspi,SUBASS Ba-Blecspi(vm2),,,CWH vm 2 /01
1555,Formation ConiferForests,CLASS Thujpli-Tsughet,%ORDER Pinucon-Tsughet (ICH/CWH xeric),%ORDER Pinucon-Tsughet (ICH/CWH xeric),ALLIANCE Pinucon-Gaulsha-Cladina,ALLIANCE Pinucon-Gaulsha-Cladina,ASSOC Pinucon-Gausha-Cladina,ASSOC Pinucon-Gausha-Cladina,,,CWH vm 2 /02
1382,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Chamnoo - Gaulsha (vh zonals and Wet poor),ALLIANCE HwCw-Gaulsha-Lankymoss,ALLIANCE HwCw-Gaulsha-Lankymoss,ASSOC Tsughet-Thujpli-Vaccala-Gaulsha,ASSOC Tsughet-Thujpli-Vaccala-Gaulsha,,,CWH vm 2 /03
1477,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Thujpli-Pseumen-Polymun(southern),ALLIANCE Thujpli-Pseumen-Polymun(southern),ASSOC Thujpli-Tsughet-(FdBa) Achltri,ASSOC Thujpli-Tsughet-(FdBa) Achltri,,,CWH vm 2 /04
1452,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Abieama (maritime and submaritime),ALLIANCE Abieama-Tiartri,ALLIANCE Abieama-Tiartri,ASSOC Tsughet-Abieama-Blecspi-Tiartri,SUBASS HwBa-Blecspi-Tiartri,,,CWH vm 2 /05
1458,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Abieama (maritime and submaritime),ALLIANCE Abieama-Rhytrob,ALLIANCE Abieama-Rhytrob,ASSOC Abieama-Blecspi,SUBASS Ba-Blecspi(typic),,,CWH vm 2 /06
1450,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Abieama (maritime and submaritime),ALLIANCE Abieama-Tiartri,ALLIANCE Abieama-Tiartri,ASSOC Tsughet-Abieama-Blecspi-Tiartri,SUBASS HwBa-Blecspi-Tiartri,,,CWH vm 2 /07
1514,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Tsughet -Oplohor (maritime),SUBALL HwBa - Oplohor,ASSOC Abieama-Oplohor,SUBASS Ba-Oplohor(typic),,,CWH vm 2 /08
,NewUnitstoPlace,,,,,,,,,,CWH vm 2 /09
1354,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Chamnoo - Gaulsha (vh zonals and Wet poor),ALLIANCE Pinucon-Chamnoo-Gaulsha-Sphagnu,ALLIANCE Pinucon-Chamnoo-Gaulsha-Sphagnu,ASSOC Pinucon-Sphagnu(Coast),ASSOC Pinucon-Sphagnu(Coast),,,CWH vm 2 /10
42,NewUnitstoPlace,,,,,,,,NewUnitsHemlockCoast,,CWH vm 2 /11
,NewUnitstoPlace,,,,,,,,,,CWH vm 2 /12
,NewUnitstoPlace,,,,,,,,,,CWH vm 3 /101
,NewUnitstoPlace,,,,,,,,,,CWH vm 3 /102
,NewUnitstoPlace,,,,,,,,,,CWH vm 3 /103
,NewUnitstoPlace,,,,,,,,,,CWH vm 3 /104
,NewUnitstoPlace,,,,,,,,,,CWH vm 3 /110
,NewUnitstoPlace,,,,,,,,,,CWH vm 3 /111
,NewUnitstoPlace,,,,,,,,,,CWH vm 3 /112
,NewUnitstoPlace,,,,,,,,,,CWH vm 3 /113
,NewUnitstoPlace,,,,,,,,,,CWH vm 3 /114
,NewUnitstoPlace,,,,,,,,,,CWH vm 3 /115
,NewUnitstoPlace,,,,,,,,,,CWH vm 3 /116
,NewUnitstoPlace,,,,,,,,,,CWH vm 3 /117
,NewUnitstoPlace,,,,,,,,,,CWH vm 3 /118
,NewUnitstoPlace,,,,,,,,,,CWH vm 3 /Wb
,NewUnitstoPlace,,,,,,,,,,CWH wh 1 /101
1380,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Chamnoo - Gaulsha (vh zonals and Wet poor),ALLIANCE HwCw-Gaulsha-Lankymoss,ALLIANCE HwCw-Gaulsha-Lankymoss,ASSOC HwCw - Gaulsha - Eurhore,ASSOC HwCw - Gaulsha - Eurhore,,,CWH wh 1 /102
,NewUnitstoPlace,,,,,,,,,,CWH wh 1 /103
,NewUnitstoPlace,,,,,,,,,,CWH wh 1 /103.1
,NewUnitstoPlace,,,,,,,,,,CWH wh 1 /103.2
1427,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Picesit (wh wm zonals - rich and shore),ALLIANCE Picesit-Gaulsha (salt spray forests),ALLIANCE Picesit-Gaulsha (salt spray forests),ASSOC Picesit-Eurhore,ASSOC Picesit-Eurhore,,,CWH wh 1 /104
1415,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Picesit (wh wm zonals - rich and shore),ALLIANCE Picesit-Rhytlor,SUBALL Picesit-Polymun (rich dry forests),ASSOC CwSs-Polymun,ASSOC CwSs-Polymun,,,CWH wh 1 /105
,NewUnitstoPlace,,,,,,,,,,CWH wh 1 /110
,NewUnitstoPlace,,,,,,,,,,CWH wh 1 /111
1498,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Picesit-Rubuspe,ALLIANCE Picesit-Rubuspe,ASSOC Picesit-Maiadil (HG high bench),ASSOC Picesit-Maiadil (HG high bench),,,CWH wh 1 /112
1494,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Picesit-Rubuspe,ALLIANCE Picesit-Rubuspe,ASSOC Picesit-Triscan (HG mid bench),ASSOC Picesit-Triscan (HG mid bench),,,CWH wh 1 /113
56,NewUnitstoPlace,,,,,,,,NewUnitsHemlockCoast,,CWH wh 1 /114
1365,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Chamnoo - Gaulsha (vh zonals and Wet poor),ALLIANCE Chamnoo-Coptasp,ALLIANCE Chamnoo-Coptasp,ASSOC Thujpli-Chamnoo-Gaulsha-Coptasp,ASSOC Thujpli-Chamnoo-Gaulsha-Coptasp,,,CWH wh 1 /115
1542,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Tsughet-Picesit-Tiartri (hypermaritime),ALLIANCE Tsughet-Picesit-Tiartri (hypermaritime),ASSOC CwSs-Tiartri (wet rich wh1),SUBASS CwSs-Conocon,,,CWH wh 1 /116
1491,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Picesit-Rubuspe,ALLIANCE Picesit-Rubuspe,ASSOC Picesit-Careobn,ASSOC Picesit-Careobn,,,CWH wh 1 /117
1527,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE Thujpli-Lysiame,ALLIANCE Thujpli-Lysiame,Ws56 ASSOC CwSs-Lysiame(Gaulsha),Ws56 ASSOC CwSs-Lysiame(Gaulsha),,,CWH wh 1 /118
,NewUnitstoPlace,,,,,,,,,,CWH wh 1 /Wb51
1923,Bogs,CLASS Oxycocc-Sphagnu,ORDER Pinucon-Chamnoo-Sphagnu,SUBORDER Pinucon-Sphagnu,,,Wb51 ASSOC Pinucon-Empenig-Sphaaus,Wb51 ASSOC Pinucon-Empenig-Sphaaus,,,CWH wh 1 /Wb51.1
41,NewUnitstoPlace,,,,,,,,NewUnitsHemlockCoast,,CWH wh 1 /Wb51.2
,NewUnitstoPlace,,,,,,,,,,CWH wh 1 /Wb53
45,NewUnitstoPlace,,,,,,,,NewUnitsHemlockCoast,,CWH wh 1 /Wb53.1
1930,Bogs,CLASS Oxycocc-Sphagnu,ORDER Pinucon-Chamnoo-Sphagnu,SUBORDER Pinucon-Tricces-Sphagnu,,,Wb53 ASSOC Pinucon-Chamnoo-Tricces,Wb53 ASSOC Pinucon-Chamnoo-Tricces,,,CWH wh 1 /Wb53.2
,NewUnitstoPlace,,,,,,,,,,CWH wh 2 /101
1502,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Thujpli-Tiartri (Coast Rich),ALLIANCE SsYc-Gymndy-Coptasp (wet rich wh2),ALLIANCE SsYc-Gymndy-Coptasp (wet rich wh2),,SUBASS SsYc-Gymndry,,,CWH wh 2 /110
1362,Formation ConiferForests,CLASS Thujpli-Tsughet,ORDER Tsughet-Rhytlor (CWH),SUBORDER Tsughet-Chamnoo - Gaulsha (vh zonals and Wet poor),ALLIANCE Chamnoo-Coptasp,ALLIANCE Chamnoo-Coptasp,ASSOC YcHm - Coptasp,ASSOC YcHm - Coptasp,,,CWH wh 2 /111
